shipment_id,vehicle_id,gps_timestamp,current_latitude,current_longitude,gps_status,estimated_remaining_km
S011,V008,2026-03-30 06:24:00,49.70135,5.65707,Delayed,142
S011,V008,2026-03-30 06:37:00,49.70166,5.65746,Stopped,141
S011,V008,2026-03-30 06:49:00,49.70306,5.66471,Delayed,121
S011,V008,2026-03-30 07:02:00,49.7043,5.6711,Delayed,108
S011,V008,2026-03-30 07:14:00,49.70539,5.67676,Delayed,95
S011,V008,2026-03-30 07:23:00,49.70658,5.68292,On Route,83
S011,V008,2026-03-30 07:30:00,49.70733,5.68677,Delayed,76
S011,V008,2026-03-30 07:38:00,49.70797,5.6901,On Route,67
S012,V002,2026-03-30 06:14:00,49.70814,5.82349,Delayed,252
S012,V002,2026-03-30 06:23:00,49.7086,5.81865,Delayed,236
S012,V002,2026-03-30 06:36:00,49.70927,5.81156,Delayed,218
S012,V002,2026-03-30 06:48:00,49.70951,5.81186,Stopped,218
S012,V002,2026-03-30 06:53:00,49.70985,5.80824,On Route,198
S012,V002,2026-03-30 07:00:00,49.71022,5.80424,Delayed,181
S012,V002,2026-03-30 07:11:00,49.71092,5.79675,Delayed,176
S012,V002,2026-03-30 07:22:00,49.71099,5.79628,Stopped,174
S012,V002,2026-03-30 07:27:00,49.71166,5.78911,On Route,164
S012,V002,2026-03-30 07:39:00,49.71206,5.78485,Delayed,153
S013,V006,2026-03-30 06:05:00,49.66607,6.38612,Delayed,237
S013,V006,2026-03-30 06:13:00,49.66611,6.38662,Stopped,236
S013,V006,2026-03-30 06:18:00,49.66568,6.38707,Stopped,236
S013,V006,2026-03-30 06:32:00,49.66445,6.39003,On Route,231
S013,V006,2026-03-30 06:47:00,49.66314,6.3932,On Route,211
S013,V006,2026-03-30 06:59:00,49.66108,6.39817,On Route,200
S013,V006,2026-03-30 07:13:00,49.66084,6.39804,Stopped,198
S013,V006,2026-03-30 07:22:00,49.66106,6.39832,Stopped,198
S013,V006,2026-03-30 07:36:00,49.65896,6.40337,On Route,184
S013,V006,2026-03-30 07:44:00,49.65937,6.40325,Stopped,182
S014,V002,2026-03-30 06:05:00,49.79615,6.33019,Stopped,225
S014,V002,2026-03-30 06:11:00,49.79201,6.32705,Delayed,209
S014,V002,2026-03-30 06:23:00,49.79216,6.32656,Stopped,208
S014,V002,2026-03-30 06:38:00,49.78849,6.32378,On Route,192
S014,V002,2026-03-30 06:45:00,49.78352,6.32001,Delayed,174
S014,V002,2026-03-30 06:58:00,49.78354,6.32016,Stopped,172
S014,V002,2026-03-30 07:08:00,49.77972,6.31726,Delayed,159
S014,V002,2026-03-30 07:17:00,49.77416,6.31304,On Route,152
S014,V002,2026-03-30 07:31:00,49.7714,6.31095,Delayed,133
S014,V002,2026-03-30 07:41:00,49.77157,6.31079,Stopped,132
S015,V003,2026-03-30 06:08:00,49.74329,5.85527,Stopped,220
S015,V003,2026-03-30 06:20:00,49.74319,5.85533,Stopped,220
S015,V003,2026-03-30 06:26:00,49.7434,5.85528,Stopped,220
S015,V003,2026-03-30 06:35:00,49.74063,5.85344,Delayed,208
S015,V003,2026-03-30 06:45:00,49.74071,5.85341,Stopped,206
S015,V003,2026-03-30 06:55:00,49.73405,5.84901,Delayed,191
S015,V003,2026-03-30 07:01:00,49.73401,5.84882,Stopped,191
S015,V003,2026-03-30 07:08:00,49.7337,5.84844,Stopped,189
S015,V003,2026-03-30 07:17:00,49.73094,5.84662,On Route,169
S015,V003,2026-03-30 07:26:00,49.73103,5.84688,Stopped,167
S016,V002,2026-03-30 06:13:00,49.91267,5.79634,On Route,280
S016,V002,2026-03-30 06:28:00,49.90649,5.7965,Delayed,271
S016,V002,2026-03-30 06:42:00,49.90387,5.79656,Delayed,266
S016,V002,2026-03-30 06:52:00,49.89906,5.79669,Delayed,247
S016,V002,2026-03-30 07:04:00,49.89127,5.79689,On Route,234
S016,V002,2026-03-30 07:16:00,49.88434,5.79706,On Route,217
S016,V002,2026-03-30 07:23:00,49.87888,5.7972,On Route,211
S016,V002,2026-03-30 07:29:00,49.87201,5.79738,On Route,197
S016,V002,2026-03-30 07:43:00,49.8693,5.79745,On Route,179
S016,V002,2026-03-30 07:54:00,49.86959,5.79717,Stopped,177
S017,V008,2026-03-30 06:08:00,49.95381,5.79781,Stopped,295
S017,V008,2026-03-30 06:16:00,49.95352,5.79797,Stopped,295
S017,V008,2026-03-30 06:21:00,49.94942,5.80135,On Route,285
S017,V008,2026-03-30 06:30:00,49.94579,5.80433,Delayed,265
S017,V008,2026-03-30 06:42:00,49.94317,5.80648,On Route,251
S017,V008,2026-03-30 06:57:00,49.93844,5.81037,On Route,238
S017,V008,2026-03-30 07:03:00,49.9386,5.8108,Stopped,237
S017,V008,2026-03-30 07:10:00,49.93832,5.81045,Stopped,236
S017,V008,2026-03-30 07:24:00,49.9365,5.81195,On Route,222
S017,V008,2026-03-30 07:30:00,49.93682,5.81237,Stopped,221
S018,V008,2026-03-30 06:11:00,49.84567,6.19764,Delayed,270
S018,V008,2026-03-30 06:19:00,49.8455,6.19739,Stopped,270
S018,V008,2026-03-30 06:34:00,49.84583,6.19747,Stopped,270
S018,V008,2026-03-30 06:46:00,49.84876,6.19286,Delayed,260
S018,V008,2026-03-30 07:00:00,49.84892,6.19328,Stopped,260
S018,V008,2026-03-30 07:06:00,49.85203,6.18838,Delayed,240
S018,V008,2026-03-30 07:16:00,49.85422,6.18492,Delayed,225
S018,V008,2026-03-30 07:28:00,49.85382,6.18459,Stopped,224
S018,V008,2026-03-30 07:41:00,49.85704,6.17955,Delayed,207
S018,V008,2026-03-30 07:50:00,49.85958,6.17556,On Route,192
S019,V006,2026-03-30 06:08:00,49.55833,6.27251,Stopped,150
S019,V006,2026-03-30 06:20:00,49.55819,6.27277,Stopped,148
S019,V006,2026-03-30 06:29:00,49.56138,6.27321,On Route,139
S019,V006,2026-03-30 06:35:00,49.5686,6.27422,Delayed,119
S019,V006,2026-03-30 06:42:00,49.57636,6.2753,On Route,107
S019,V006,2026-03-30 06:48:00,49.58162,6.27603,Delayed,89
S019,V006,2026-03-30 07:00:00,49.58949,6.27713,On Route,81
S019,V006,2026-03-30 07:12:00,49.59532,6.27794,On Route,72
S019,V006,2026-03-30 07:24:00,49.59512,6.27815,Stopped,71
S019,V006,2026-03-30 07:35:00,49.59854,6.27862,Delayed,62
S020,V004,2026-03-30 06:05:00,49.96069,6.01227,Delayed,207
S020,V004,2026-03-30 06:12:00,49.96031,6.01862,Delayed,187
S020,V004,2026-03-30 06:22:00,49.96,6.02384,Delayed,171
S020,V004,2026-03-30 06:30:00,49.96026,6.02372,Stopped,170
S020,V004,2026-03-30 06:35:00,49.96,6.0236,Stopped,169
S020,V004,2026-03-30 06:46:00,49.95962,6.03006,Delayed,152
S020,V004,2026-03-30 06:58:00,49.95991,6.03021,Stopped,152
S020,V004,2026-03-30 07:04:00,49.95974,6.03296,On Route,137
S020,V004,2026-03-30 07:09:00,49.95959,6.03555,Delayed,118
S020,V004,2026-03-30 07:15:00,49.95923,6.03593,Stopped,118
S021,V008,2026-03-30 06:10:00,49.88711,5.77113,Delayed,153
S021,V008,2026-03-30 06:15:00,49.88733,5.77139,Stopped,151
S021,V008,2026-03-30 06:23:00,49.8869,5.77152,Stopped,150
S021,V008,2026-03-30 06:29:00,49.88649,5.772,Stopped,148
S021,V008,2026-03-30 06:34:00,49.88496,5.77457,Delayed,134
S021,V008,2026-03-30 06:43:00,49.88293,5.77796,On Route,128
S021,V008,2026-03-30 06:51:00,49.88076,5.78161,Delayed,119
S021,V008,2026-03-30 06:58:00,49.88067,5.78179,Stopped,119
S021,V008,2026-03-30 07:12:00,49.8794,5.78392,On Route,102
S021,V008,2026-03-30 07:20:00,49.87914,5.78433,Stopped,102
S022,V008,2026-03-30 06:06:00,49.81915,5.96563,Delayed,259
S022,V008,2026-03-30 06:21:00,49.8194,5.9733,Delayed,245
S022,V008,2026-03-30 06:30:00,49.81961,5.97944,Delayed,226
S022,V008,2026-03-30 06:36:00,49.81987,5.98743,On Route,206
S022,V008,2026-03-30 06:50:00,49.82001,5.99172,On Route,190
S022,V008,2026-03-30 06:55:00,49.82027,5.99967,Delayed,176
S022,V008,2026-03-30 07:00:00,49.82017,5.99918,Stopped,174
S022,V008,2026-03-30 07:08:00,49.82041,5.99951,Stopped,173
S022,V008,2026-03-30 07:22:00,49.82072,5.99923,Stopped,173
S022,V008,2026-03-30 07:37:00,49.82091,6.00529,Delayed,164
S023,V002,2026-03-30 06:09:00,49.94644,6.1427,Delayed,291
S023,V002,2026-03-30 06:17:00,49.94111,6.13902,Delayed,281
S023,V002,2026-03-30 06:30:00,49.93558,6.13519,On Route,265
S023,V002,2026-03-30 06:42:00,49.936,6.13553,Stopped,264
S023,V002,2026-03-30 06:48:00,49.93067,6.13184,Delayed,249
S023,V002,2026-03-30 06:56:00,49.92427,6.12742,Delayed,240
S023,V002,2026-03-30 07:06:00,49.92449,6.1279,Stopped,238
S023,V002,2026-03-30 07:15:00,49.91895,6.12406,On Route,233
S023,V002,2026-03-30 07:30:00,49.91857,6.12392,Stopped,231
S023,V002,2026-03-30 07:36:00,49.91405,6.12079,Delayed,215
S024,V004,2026-03-30 06:09:00,49.7353,6.11987,Stopped,204
S024,V004,2026-03-30 06:18:00,49.73521,6.11951,Stopped,204
S024,V004,2026-03-30 06:31:00,49.73691,6.11742,Delayed,192
S024,V004,2026-03-30 06:46:00,49.73964,6.11405,On Route,176
S024,V004,2026-03-30 06:53:00,49.73983,6.11409,Stopped,174
S024,V004,2026-03-30 07:07:00,49.74357,6.10948,Delayed,154
S024,V004,2026-03-30 07:12:00,49.74837,6.10355,Delayed,141
S024,V004,2026-03-30 07:22:00,49.74824,6.1035,Stopped,141
S024,V004,2026-03-30 07:35:00,49.75321,6.09737,On Route,125
S024,V004,2026-03-30 07:41:00,49.75307,6.09727,Stopped,125
S025,V008,2026-03-30 06:14:00,49.54701,5.71536,Delayed,153
S025,V008,2026-03-30 06:28:00,49.54783,5.71763,On Route,142
S025,V008,2026-03-30 06:38:00,49.55017,5.7241,On Route,130
S025,V008,2026-03-30 06:47:00,49.55245,5.73043,On Route,125
S025,V008,2026-03-30 06:54:00,49.55514,5.73789,On Route,112
S025,V008,2026-03-30 07:01:00,49.55717,5.7435,On Route,107
S025,V008,2026-03-30 07:15:00,49.55857,5.7474,On Route,95
S025,V008,2026-03-30 07:20:00,49.55929,5.74937,Delayed,82
S025,V008,2026-03-30 07:26:00,49.56148,5.75544,On Route,74
S025,V008,2026-03-30 07:39:00,49.56307,5.75985,Delayed,58
S026,V010,2026-03-30 06:05:00,49.55772,6.00032,Delayed,278
S026,V010,2026-03-30 06:20:00,49.56248,5.99508,Delayed,260
S026,V010,2026-03-30 06:26:00,49.5658,5.99142,On Route,241
S026,V010,2026-03-30 06:32:00,49.56845,5.98851,On Route,232
S026,V010,2026-03-30 06:43:00,49.5709,5.98581,On Route,217
S026,V010,2026-03-30 06:54:00,49.57093,5.98576,Stopped,215
S026,V010,2026-03-30 07:09:00,49.57548,5.98076,On Route,207
S026,V010,2026-03-30 07:20:00,49.57585,5.98081,Stopped,207
S026,V010,2026-03-30 07:30:00,49.58078,5.97538,Delayed,189
S026,V010,2026-03-30 07:40:00,49.58373,5.97213,Delayed,181
S027,V007,2026-03-30 06:06:00,49.65778,5.75694,On Route,264
S027,V007,2026-03-30 06:13:00,49.65932,5.75901,Delayed,248
S027,V007,2026-03-30 06:23:00,49.65888,5.75946,Stopped,246
S027,V007,2026-03-30 06:34:00,49.6585,5.75932,Stopped,244
S027,V007,2026-03-30 06:44:00,49.65805,5.7591,Stopped,243
S027,V007,2026-03-30 06:51:00,49.66132,5.76349,On Route,232
S027,V007,2026-03-30 07:04:00,49.6613,5.76384,Stopped,231
S027,V007,2026-03-30 07:18:00,49.66291,5.76599,Delayed,218
S027,V007,2026-03-30 07:32:00,49.667,5.77148,On Route,213
S027,V007,2026-03-30 07:41:00,49.66733,5.77124,Stopped,213
S028,V005,2026-03-30 06:06:00,49.95828,5.84963,On Route,247
S028,V005,2026-03-30 06:16:00,49.95831,5.8495,Stopped,246
S028,V005,2026-03-30 06:30:00,49.95463,5.84744,On Route,231
S028,V005,2026-03-30 06:44:00,49.95422,5.84699,Stopped,231
S028,V005,2026-03-30 06:56:00,49.94895,5.84404,On Route,218
S028,V005,2026-03-30 07:05:00,49.94887,5.84414,Stopped,217
S028,V005,2026-03-30 07:15:00,49.94317,5.84095,On Route,209
S028,V005,2026-03-30 07:28:00,49.94085,5.83965,Delayed,189
S028,V005,2026-03-30 07:33:00,49.94066,5.83937,Stopped,187
S028,V005,2026-03-30 07:40:00,49.93784,5.83779,On Route,176
S029,V005,2026-03-30 06:13:00,49.64637,5.62491,Delayed,171
S029,V005,2026-03-30 06:24:00,49.64671,5.62522,Stopped,171
S029,V005,2026-03-30 06:34:00,49.64625,5.62474,Stopped,171
S029,V005,2026-03-30 06:45:00,49.64618,5.62464,Stopped,169
S029,V005,2026-03-30 06:55:00,49.64703,5.62719,Delayed,164
S029,V005,2026-03-30 07:05:00,49.64919,5.63365,On Route,145
S029,V005,2026-03-30 07:13:00,49.65066,5.63803,On Route,137
S029,V005,2026-03-30 07:24:00,49.65242,5.64328,Delayed,130
S029,V005,2026-03-30 07:34:00,49.65448,5.64941,Delayed,118
S029,V005,2026-03-30 07:47:00,49.65526,5.65175,On Route,110
S030,V009,2026-03-30 06:08:00,49.59799,6.27863,On Route,174
S030,V009,2026-03-30 06:15:00,49.60022,6.28378,On Route,167
S030,V009,2026-03-30 06:27:00,49.60021,6.28404,Stopped,165
S030,V009,2026-03-30 06:41:00,49.60063,6.2841,Stopped,163
S030,V009,2026-03-30 06:48:00,49.60347,6.2907,Delayed,148
S030,V009,2026-03-30 07:03:00,49.60443,6.29292,Delayed,129
S030,V009,2026-03-30 07:13:00,49.6071,6.29914,Delayed,123
S030,V009,2026-03-30 07:18:00,49.60668,6.29911,Stopped,123
S030,V009,2026-03-30 07:33:00,49.60946,6.30552,Delayed,116
S030,V009,2026-03-30 07:45:00,49.61172,6.31074,On Route,99
S031,V010,2026-03-30 06:07:00,49.77685,6.29192,Stopped,294
S031,V010,2026-03-30 06:13:00,49.77895,6.28772,On Route,279
S031,V010,2026-03-30 06:25:00,49.7791,6.28726,Stopped,277
S031,V010,2026-03-30 06:35:00,49.7814,6.28265,Delayed,267
S031,V010,2026-03-30 06:46:00,49.78476,6.27594,Delayed,250
S031,V010,2026-03-30 07:01:00,49.78747,6.27051,Delayed,244
S031,V010,2026-03-30 07:16:00,49.78731,6.27034,Stopped,242
S031,V010,2026-03-30 07:26:00,49.78897,6.26703,Delayed,233
S031,V010,2026-03-30 07:36:00,49.79143,6.26211,On Route,224
S031,V010,2026-03-30 07:43:00,49.79493,6.25513,Delayed,207
S032,V010,2026-03-30 06:15:00,49.85362,5.59069,On Route,227
S032,V010,2026-03-30 06:24:00,49.85354,5.59055,Stopped,226
S032,V010,2026-03-30 06:36:00,49.85252,5.59819,On Route,211
S032,V010,2026-03-30 06:43:00,49.85207,5.60152,On Route,202
S032,V010,2026-03-30 06:56:00,49.85157,5.60526,On Route,194
S032,V010,2026-03-30 07:11:00,49.8519,5.60564,Stopped,194
S032,V010,2026-03-30 07:25:00,49.85094,5.61283,Delayed,185
S032,V010,2026-03-30 07:39:00,49.85055,5.61573,Delayed,175
S032,V010,2026-03-30 07:50:00,49.8497,5.622,On Route,169
S032,V010,2026-03-30 08:02:00,49.84889,5.62801,Delayed,157
S033,V010,2026-03-30 06:10:00,49.64511,6.2416,Delayed,218
S033,V010,2026-03-30 06:19:00,49.64556,6.24209,Stopped,217
S033,V010,2026-03-30 06:26:00,49.64734,6.23739,Delayed,199
S033,V010,2026-03-30 06:35:00,49.64975,6.23103,On Route,190
S033,V010,2026-03-30 06:48:00,49.65183,6.22556,On Route,174
S033,V010,2026-03-30 06:57:00,49.65405,6.2197,On Route,166
S033,V010,2026-03-30 07:09:00,49.65638,6.21355,On Route,153
S033,V010,2026-03-30 07:21:00,49.65603,6.21349,Stopped,153
S033,V010,2026-03-30 07:26:00,49.65873,6.2064,Delayed,135
S033,V010,2026-03-30 07:37:00,49.66052,6.20172,Delayed,123
S034,V002,2026-03-30 06:12:00,49.68837,5.53086,On Route,221
S034,V002,2026-03-30 06:24:00,49.6887,5.53112,Stopped,220
S034,V002,2026-03-30 06:32:00,49.68821,5.5307,Stopped,219
S034,V002,2026-03-30 06:38:00,49.68993,5.53571,On Route,201
S034,V002,2026-03-30 06:43:00,49.69104,5.53895,Delayed,193
S034,V002,2026-03-30 06:49:00,49.6925,5.54322,On Route,174
S034,V002,2026-03-30 07:03:00,49.69478,5.54986,On Route,154
S034,V002,2026-03-30 07:10:00,49.6943,5.54988,Stopped,154
S034,V002,2026-03-30 07:18:00,49.69578,5.5542,Delayed,138
S034,V002,2026-03-30 07:31:00,49.6957,5.55437,Stopped,138
S035,V006,2026-03-30 06:05:00,49.5357,6.02998,On Route,271
S035,V006,2026-03-30 06:10:00,49.53559,6.02985,Stopped,269
S035,V006,2026-03-30 06:18:00,49.53848,6.03593,Delayed,253
S035,V006,2026-03-30 06:28:00,49.53864,6.03554,Stopped,251
S035,V006,2026-03-30 06:43:00,49.53961,6.03758,On Route,236
S035,V006,2026-03-30 06:55:00,49.54261,6.04389,On Route,217
S035,V006,2026-03-30 07:07:00,49.54229,6.04353,Stopped,215
S035,V006,2026-03-30 07:15:00,49.5439,6.04692,On Route,209
S035,V006,2026-03-30 07:28:00,49.54557,6.05044,On Route,195
S035,V006,2026-03-30 07:37:00,49.54898,6.05761,Delayed,175
S036,V001,2026-03-30 06:11:00,49.87577,5.69371,Delayed,218
S036,V001,2026-03-30 06:21:00,49.87371,5.69983,Delayed,201
S036,V001,2026-03-30 06:31:00,49.87213,5.70455,On Route,181
S036,V001,2026-03-30 06:37:00,49.87189,5.70413,Stopped,180
S036,V001,2026-03-30 06:50:00,49.87011,5.70945,Delayed,170
S036,V001,2026-03-30 07:00:00,49.86886,5.71318,Delayed,163
S036,V001,2026-03-30 07:11:00,49.86866,5.71312,Stopped,161
S036,V001,2026-03-30 07:23:00,49.86671,5.71894,On Route,145
S036,V001,2026-03-30 07:37:00,49.86469,5.72498,On Route,129
S036,V001,2026-03-30 07:43:00,49.86353,5.72843,Delayed,123
S037,V007,2026-03-30 06:06:00,49.68183,6.30103,Stopped,186
S037,V007,2026-03-30 06:16:00,49.68664,6.30566,On Route,170
S037,V007,2026-03-30 06:30:00,49.69219,6.31099,Delayed,164
S037,V007,2026-03-30 06:40:00,49.69657,6.3152,On Route,148
S037,V007,2026-03-30 06:53:00,49.70131,6.31976,Delayed,139
S037,V007,2026-03-30 07:01:00,49.70448,6.3228,Delayed,126
S037,V007,2026-03-30 07:13:00,49.70603,6.32429,On Route,116
S037,V007,2026-03-30 07:22:00,49.70592,6.32436,Stopped,115
S037,V007,2026-03-30 07:34:00,49.70586,6.32485,Stopped,114
S037,V007,2026-03-30 07:46:00,49.70784,6.32674,On Route,107
S038,V003,2026-03-30 06:09:00,49.94919,5.94468,Stopped,229
S038,V003,2026-03-30 06:19:00,49.94305,5.94827,Delayed,219
S038,V003,2026-03-30 06:27:00,49.94278,5.94875,Stopped,219
S038,V003,2026-03-30 06:39:00,49.94091,5.94984,Delayed,203
S038,V003,2026-03-30 06:48:00,49.94054,5.95023,Stopped,203
S038,V003,2026-03-30 07:01:00,49.93364,5.95426,Delayed,183
S038,V003,2026-03-30 07:08:00,49.92793,5.9576,Delayed,176
S038,V003,2026-03-30 07:20:00,49.92287,5.96055,Delayed,157
S038,V003,2026-03-30 07:35:00,49.92289,5.96018,Stopped,155
S038,V003,2026-03-30 07:48:00,49.92257,5.96064,Stopped,154
S039,V001,2026-03-30 06:06:00,49.91112,6.01193,Delayed,193
S039,V001,2026-03-30 06:13:00,49.90923,6.00937,Delayed,180
S039,V001,2026-03-30 06:28:00,49.90904,6.0094,Stopped,178
S039,V001,2026-03-30 06:35:00,49.90573,6.00494,On Route,169
S039,V001,2026-03-30 06:49:00,49.90586,6.00534,Stopped,168
S039,V001,2026-03-30 06:55:00,49.90173,5.99975,On Route,163
S039,V001,2026-03-30 07:10:00,49.89716,5.99357,On Route,150
S039,V001,2026-03-30 07:24:00,49.89323,5.98826,On Route,132
S039,V001,2026-03-30 07:33:00,49.89276,5.98865,Stopped,130
